id,hiragana,hinmoku,kubun,kubun2,note
3431,ほちょうき,補聴器,金属,金属,充電式電池を取り除いて「危険ごみ」。取り除くことが出来なければそのまま「危険ごみ」。
3432,ほっく,ホック,金属,金属,
3433,ほっけーのすてぃっく,ホッケーのスティック,燃やせないごみ,不燃,
3434,ほっちきす・すてーぷらすちっく,ホッチキス・ステープラスチック,金属,金属,
3435,ほっちきすのしん,ホッチキスの針,金属,金属,
3436,ぽっと,ポット,金属,金属,
3437,ぽっと（まほうびん）,ポット（魔法瓶）,金属,金属,
3438,ほっとあいますく（せらみっくいり）,ホットアイマスク（セラミック入り）,燃やせるゴミ,可燃,
3439,ほっとあいますく（てっぷんいり）,ホットアイマスク（鉄粉入り）,燃やせるゴミ,可燃,
3440,ほっとあいますく（でんきしき）,ホットアイマスク（電気式）,金属,金属,
3441,ほっとあいますく（でんしれんじしき）,ホットアイマスク（電子レンジ式）,燃やせるゴミ,可燃,
3442,ほっとかーぺっと,ホットカーペット,燃やせないごみ,不燃,
3443,ほっとかーらー,ホットカーラー,金属,金属,
3444,ぽっとがたじょうすいき（ぷらすちっくせい）,ポット型浄水器（プラスチック製）,その他プラスチック,他プラ,
3445,ほっとさんどめーかー,ホットサンドメーカー,金属,金属,
3446,ほっとぱねる,ホットパネル,燃やせないごみ,不燃,
3447,ほっとびゅーらー,ホットビューラー,金属,金属,
3448,ほっとぷれーと,ホットプレート,金属,金属,
3449,ほっぴんぐ（ぽごすてぃっく）,ホッピング（ポゴスティック）,金属,金属,
3450,ぽっぷこーんけーす（ぬのせい）,ポップコーンケース（布製）,燃やせるゴミ,可燃,
3451,ぽっぷこーんけーす（ぷらすちっくせい）,ポップコーンケース（プラスチック製）,その他プラスチック,他プラ,
3452,ぽっぷこーんめーかー,ポップコーンメーカー,金属,金属,
3453,ぼでぃーたおる,ボディータオル,衣類・布類,衣類・布類,
3454,ぼでぃーぶらし（ぷらすちっくせい）,ボディーブラシ（プラスチック製）,その他プラスチック,他プラ,
3455,ぼでぃーぶらし（もくせい）,ボディーブラシ（木製）,燃やせるゴミ,可燃,
3456,ぽてとちっぷすのようき（つつじょう、かみせい）,ポテトチップスの容器（筒状、紙製）,燃やせるゴミ,可燃,
3457,ぼとるがむのようき,ボトルガムの容器,容器包装プラスチック,容プラ,
3458,ぼとるきゃっぷ,ボトルキャップ,その他プラスチック,他プラ,
3459,ぼとるしっぷ,ボトルシップ,燃やせないごみ,不燃,
3460,ぼとるらっく（もくせい）,ボトルラック（木製）,燃やせるゴミ,可燃,
3461,ぼとるらっく（きんぞくせい）,ボトルラック（金属製）,金属,金属,
3462,ぼとるるい（しゃんぷー・せんざい・そーす・にゅうさんいんりょうとう）,ボトル類（シャンプー・洗剤・ソース・乳酸飲料等）,容器包装プラスチック,容プラ,中身は取り除く。
3463,ぼにゅうぱっど,母乳パッド,燃やせるゴミ,可燃,
3464,ほにゅうびん（がらすせい）,ほ乳びん（ガラス製）,燃やせないごみ,不燃,
3465,ほにゅうびん（ぷらすちっくせい）,ほ乳びん（プラスチック製）,その他プラスチック,他プラ,
3466,ほにゅうびんしょうどくけーす・ほにゅうびんうぉーまー,ほ乳瓶消毒ケース・ほ乳瓶ウォーマー,その他プラスチック,他プラ,
3467,ほにゅうびんたて（もくせい）,ほ乳瓶立て（木製）,燃やせるゴミ,可燃,
3468,ほにゅうびんたて（ぷらすちっくせい）,ほ乳瓶立て（プラスチック製）,その他プラスチック,他プラ,
3469,ほにゅうびんのちくび,ほ乳瓶の乳首,その他プラスチック,他プラ,
3470,ぼびんけーす（ぷらすちっくせい）,ボビンケース（プラスチック製）,その他プラスチック,他プラ,
3471,ぽらろいどかめら,ポラロイドカメラ,金属（エコ）,金属（エコ）,
3472,ぽりえんかびふぇにる（ＰＣＢ）,ポリ塩化ビフェニル（ＰＣＢ）,処理困難物,処理困難物,
3473,ぽりきゃっぷ,ポリキャップ,その他プラスチック,他プラ,
3474,ぽりたんく,ポリタンク,その他プラスチック,他プラ,
3475,ぽりっしゃー,ポリッシャー,金属,金属,
3476,ぽりばけつ（ぷらすちっくせい）,ポリバケツ（プラスチック製）,その他プラスチック,他プラ,
3477,ぽりぶくろ,ポリ袋,容器包装プラスチック,容プラ,
3478,ほるすたー,ホルスター,燃やせるゴミ,可燃,
3479,ぼると,ボルト,金属,金属,
3480,ほれいざい,保冷剤,燃やせるゴミ,可燃,中の物質が水分を吸収して詰まりの原因になる恐れがあるため、中身を流しやトイレに流さない。
3481,ほれいばっく,保冷バック,燃やせるゴミ,可燃,
3482,ぼろぬの,ぼろ布,燃やせるゴミ,可燃,
3483,ほわいとぼーど,ホワイトボード,燃やせないごみ,不燃,
3484,ほわいとぼーどよういれーさー,ホワイトボード用イレーザー,その他プラスチック,他プラ,
3485,もと,本,雑誌・雑紙,雑誌・雑紙,
3486,ほんたて（もくせい）,本立て（木製）,燃やせるゴミ,可燃,
3487,ほんたて（ぷらすちっくせい）,本立て（プラスチック製）,その他プラスチック,他プラ,
3488,ほんたて（きんぞくせい）,本立て（金属製）,金属,金属,
3489,ほんたな,本棚,燃やせるゴミ,可燃,１ｍ以内にできなければ津市リサイクルセンターへ自己搬入。（ごみ分別ガイドブック７ページ参照）。
3490,ぼんちょうちん,盆提灯,金属,金属,電球は取り外して「不燃」。
3491,ぼんどのようき（きんぞくせい）,ボンドの容器（金属製）,金属,金属,
3492,ぼんどのようき（ぷらすちっくせい）,ボンドの容器（プラスチック製）,その他プラスチック,他プラ,
3493,ほんのおび,本の帯,燃やせるゴミ,可燃,
3494,せつどう,雪洞,その他プラスチック,他プラ,
3495,ぽんぷ（ぽりたんくからとうゆ・すいなどをくむもの、ぷらすちっくせい）,ポンプ（ポリタンクから灯油・水などを汲むもの、プラスチック製）,その他プラスチック,他プラ,"電動で動く場合は、電池を取り除いて「金属」。
電池は「危険ごみ」。"
3496,ぽんぽん,ポンポン,その他プラスチック,他プラ,
3497,まーかーぺん,マーカーペン,その他プラスチック,他プラ,
3498,まーがりんのはこ（かみせい）,マーガリンの箱（紙製）,雑誌・雑紙,雑誌・雑紙,
3499,まーがりんのようき（ぷらすちっくせい）,マーガリンの容器（プラスチック製）,容器包装プラスチック,容プラ,中身は取り除く。汚れが取れない物は「可燃」。
3500,まーくしーと,マークシート,雑誌・雑紙,雑誌・雑紙,
3501,まーじゃんたく（もくせい）,麻雀卓（木製）,燃やせるゴミ,可燃,
3502,まーじゃんぱい,麻雀牌,燃やせないごみ,不燃,
3503,まーじゃんまっと,麻雀マット,燃やせないごみ,不燃,
3504,まいく,マイク,金属,金属,
3505,まいくすたんど,マイクスタンド,金属,金属,
3506,まうす（ぱそこんよう）,マウス（パソコン用）,金属,金属,
3507,まうすぱっど,マウスパッド,金属,金属,
3508,まうすぴーす,マウスピース,その他プラスチック,他プラ,
3509,まがじんらっく（もくせい）,マガジンラック（木製）,燃やせるゴミ,可燃,
3510,まがじんらっく（ぷらすちっくせい）,マガジンラック（プラスチック製）,その他プラスチック,他プラ,
3511,まきじゃく（きんぞくせい）,巻尺（金属製）,金属,金属,
3512,まきじゃく（ぷらすちっくせい）,巻尺（プラスチック製）,その他プラスチック,他プラ,
3513,まきす,巻き簀,燃やせるゴミ,可燃,
3514,まきすとーぶ,まきストーブ,金属,金属,
3515,まき?,巻き?,燃やせるゴミ,可燃,
3516,まぐかっぷ,マグカップ,燃やせないごみ,不燃,
3517,まぐねっと（くりっぷ・ふっくなど）,マグネット（クリップ・フックなど）,燃やせないごみ,不燃,
3518,まぐねっとつけふっく,マグネット付フック,金属,金属,
3519,まぐねっとばー,マグネットバー,燃やせないごみ,不燃,
3520,まくら（なかみがそばがら・すぽんじせい・うれたんせい）,まくら（中身がそば殻・スポンジ製・ウレタン製）,燃やせるゴミ,可燃,
3521,まくらかばー,まくらカバー,燃やせるゴミ,可燃,
3522,まくらぎ,枕木,燃やせるゴミ,可燃,大きさの規定に従って排出する（ごみ分別ガイドブック７ページ参照）。
3523,まくらぼし（ぷらすちっくせい）,枕干し（プラスチック製）,その他プラスチック,他プラ,
3524,まくらぼし（きんぞくせい）,枕干し（金属製）,金属,金属,
3525,まげわっぱ,曲げわっぱ,燃やせるゴミ,可燃,
3526,まごのて（もくせい）,孫の手（木製）,燃やせるゴミ,可燃,
3527,まごのて（きんぞくせい）,孫の手（金属製）,金属,金属,
3528,まじきりすくりーん(もくせい),間仕切りスクリーン(木製),燃やせるゴミ,可燃,１ｍ以内にできなければ津市リサイクルセンターへ自己搬入。（ごみ分別ガイドブック７ページ参照）。
3529,まじきりすくりーん(ぷらすちっくせい),間仕切りスクリーン(プラスチック製),その他プラスチック,他プラ,
3530,まじっくてーぷ,マジックテープ,燃やせるゴミ,可燃,
3531,まじっくはんど,マジックハンド,金属,金属,
3532,まじっくぺん,マジックペン,燃やせないごみ,不燃,
3533,ます,枡,燃やせるゴミ,可燃,
3534,ますきんぐてーぷ,マスキングテープ,燃やせるゴミ,可燃,
3535,ますく,マスク,燃やせるゴミ,可燃,
3536,ますたーぼーど（びんごげーむ）,マスターボード（ビンゴゲーム）,雑誌・雑紙,雑誌・雑紙,
3537,ますたーぼーど（ぷらすちっくせい）,マスターボード（プラスチック製）,その他プラスチック,他プラ,
3538,ますと,マスト,燃やせるゴミ,可燃,１ｍ以内にできなければ津市リサイクルセンターへ自己搬入。（ごみ分別ガイドブック７ページ参照）。
3539,まっさーじき,マッサージ機,金属,金属,充電式電池を取り除いて「危険ごみ」。取り除くことが出来なければそのまま「危険ごみ」。
3540,まっさーじくっしょん,マッサージクッション,金属,金属,充電式電池を取り除いて「危険ごみ」。取り除くことが出来なければそのまま「危険ごみ」。
3541,まっさーじちぇあ,マッサージチェア,金属,金属,
3542,まっしゃー,マッシャー,金属,金属,
